,layer_id,name,D,Lambda,M,N,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,7,regnety008_Stage_0_YBlock_0_conv_3x3,0.1335810971217305,-1.0,16.0,64.0,3.1674836457247384,0.12834677432356778,power_law,0.9360590908241463,True,1.0977921132288533,LAYER_TYPE.CONV2D,0.7896041457130174,1.5025115084862712,0.040520106393225376,144.0,31.80617971263785,144.0,44.0,0.0,9.0,0.3267604541863895,1.0977921132288533,28.972862283632853,1.0477557507495978,success,0.0,1.0977921132288533,0.26508158189290065
0,14,regnety008_Stage_0_YBlock_0_conv_1x1_2,0.19897552248481065,-1.0,64.0,64.0,3.8703860657075846,-0.0260320101580348,lognormal,0.8487431330183494,True,0.9846322434074578,LAYER_TYPE.CONV2D,0.6050925381103975,1.186228887499102,-0.006725946641004048,64.0,15.354259896726493,64.0,17.0,0.0,1.0,0.6961708785419698,0.9846322434074578,15.593903205516535,0.9922863716727434,success,0.0,0.9846322434074578,0.4279791355772435
0,20,regnety008_Stage_1_YBlock_0_conv_1x1_1,0.19195967521091978,-1.0,64.0,128.0,2.7524983171623014,0.8243861940710188,lognormal,0.8946042130287076,True,1.9929880933680986,LAYER_TYPE.CONV2D,1.6195463818226912,1.5308580139681696,0.2995047041194644,64.0,33.95142553776708,64.0,26.0,0.0,1.0,0.34369319679804206,1.9929880933680986,17.03543821999962,1.4117323023038393,success,0.0,1.9929880933680986,0.5451696992443457
0,23,regnety008_Stage_1_YBlock_0_conv_3x3,0.15050462235709694,-1.0,16.0,128.0,2.3760776779107884,0.6486922954688572,power_law,0.9348242115693571,True,1.8750364619874222,LAYER_TYPE.CONV2D,1.6932406176438783,1.8022555562228533,0.2730097174429214,144.0,63.424281528148626,144.0,79.0,0.0,9.0,0.15482083461518062,1.8750364619874222,33.82562569525865,1.3693197077335235,success,0.0,1.8750364619874222,0.2833267275682033
0,30,regnety008_Stage_1_YBlock_0_conv_1x1_2,0.19922674215749386,-1.0,128.0,128.0,3.863921619715738,1.4899435117410689,lognormal,0.8569034975568774,True,2.4299871041056424,LAYER_TYPE.CONV2D,2.2308741429105337,1.7763307912537796,0.3856039688120489,128.0,59.74902066702608,128.0,22.0,0.0,1.0,0.6105901409097155,2.4299871041056424,24.58820483700333,1.5588415904464579,success,0.0,2.4299871041056424,1.0489135445840645
0,31,regnety008_Stage_1_YBlock_0_skip_1x1,0.18841585230310604,-1.0,64.0,128.0,3.2521082519488655,1.180695881833324,power_law,0.8817039447483062,True,2.3070421489359916,LAYER_TYPE.CONV2D,1.6934662010810668,1.4858912455249558,0.3630555290174543,64.0,30.611967637269196,64.0,17.0,0.0,1.0,0.5462164825359014,2.3070421489359916,13.2689243026563,1.5188950421065939,success,0.0,2.3070421489359916,0.7108906497111511
0,36,regnety008_Stage_1_YBlock_1_conv_1x1_1,0.17430285503189197,-1.0,128.0,128.0,5.325171422961048,2.299302522164184,lognormal,0.8485811277756792,True,2.702588976283153,LAYER_TYPE.CONV2D,2.7702083693985213,1.7683507775351932,0.4317800009686191,128.0,58.66117766925758,128.0,14.0,0.0,1.0,1.1559506859846973,2.702588976283153,21.705549080546383,1.6439552841495273,success,1.0,2.702588976283153,1.433244544234092
0,39,regnety008_Stage_1_YBlock_1_conv_3x3,0.10654918544934716,-1.0,16.0,128.0,2.338795197120293,0.9645191677674477,power_law,0.9182536228223375,True,2.5846397082280905,LAYER_TYPE.CONV2D,1.7871214777396562,1.7868696083266484,0.41240001217508865,144.0,61.21665685115546,144.0,71.0,0.0,9.0,0.1588857584020388,2.5846397082280905,23.6847931478708,1.6076814697657278,success,0.0,2.5846397082280905,0.26982334471353503
0,46,regnety008_Stage_1_YBlock_1_conv_1x1_2,0.17004795442400933,-1.0,128.0,128.0,3.1417952338185233,1.350613338616715,lognormal,0.8597221965334779,True,2.6908275009764786,LAYER_TYPE.CONV2D,2.040621915005766,1.7530238179178173,0.4298858576391644,128.0,56.627034402799524,128.0,28.0,0.0,1.0,0.40476125342194635,2.6908275009764786,21.044468432944903,1.6403741954128876,success,0.0,2.6908275009764786,0.7913633652048401
0,50,regnety008_Stage_1_YBlock_2_conv_1x1_1,0.17985434421008506,-1.0,128.0,128.0,4.2958816438757985,2.2669798237121213,power_law,0.8359071673308406,True,3.370621822839389,LAYER_TYPE.CONV2D,2.7318090076705075,1.7677784575426951,0.5277100282648438,128.0,58.583923975302454,128.0,12.0,0.0,1.0,0.9514390771544193,3.370621822839389,17.380746655806007,1.8359253314989117,success,1.0,3.370621822839389,1.5176279013216873
0,53,regnety008_Stage_1_YBlock_2_conv_3x3,0.11062763569784873,-1.0,16.0,128.0,3.347288896918812,1.2454237541881745,power_law,0.9442151747963822,True,2.3554256213867064,LAYER_TYPE.CONV2D,1.7937069686680995,1.8029228730711917,0.3720693948271362,144.0,63.521811261327116,144.0,35.0,0.0,9.0,0.396764239661588,2.3554256213867064,26.968294258398195,1.5347395939985085,success,0.0,2.3554256213867064,0.5796291675597781
