,layer_id,name,D,Lambda,M,N,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,5,stem_2_stem_conv_2,0.13090617736277899,-1.0,32.0,32.0,1.7841848389957728,1.1149742914894822,power_law,0.7203785514116201,True,4.21619648435174,LAYER_TYPE.CONV2D,1.9216978491234686,1.7695997025689894,0.6249208417873592,288.0,58.83011570846898,288.0,74.0,0.0,9.0,0.09115963587196069,4.21619648435174,13.953361976087884,2.053337888500512,over-trained,1.0,4.21619648435174,0.12009209565002178
0,8,stem_2_stem_conv_3,0.08422697433978063,-1.0,32.0,64.0,2.3485491844871906,1.10264782036057,power_law,0.8489768996272735,True,2.9478249742350764,LAYER_TYPE.CONV2D,1.8389041365392225,1.8330272644083079,0.46950169391548635,288.0,68.081209779625,288.0,80.0,0.0,9.0,0.15077238237576315,2.9478249742350764,23.095404365821015,1.7169231124995308,success,0.0,2.9478249742350764,0.2570311328686651
0,12,stem_2_stem_conv_4,0.058802044430425915,-1.0,64.0,64.0,3.9112771288373476,1.4583262649394255,power_law,0.84395152619779,True,2.359672244593706,LAYER_TYPE.CONV2D,1.7588441833475161,1.888108733461795,0.3728516842203208,576.0,77.28740638451424,576.0,36.0,0.0,9.0,0.4852128548062246,2.359672244593706,32.753449790151585,1.53612247057118,success,6.0,2.359672244593706,0.5602330993311684
0,15,BlockGroup2__block_0__conv_1,0.19999999999999973,-1.0,64.0,64.0,9.748606488911436,-0.4186012049683724,power_law,0.7763728065210331,True,0.9058585879090794,LAYER_TYPE.CONV2D,-0.25289865635623743,0.9992660852992395,-0.04293959402756802,64.0,9.983115260292912,64.0,5.0,0.0,1.0,3.9124957635203463,0.9058585879090794,11.020611156688524,0.9517660363288235,under-trained,0.0,0.9058585879090794,0.6670994384440933
0,18,BlockGroup2__block_0__conv_2,0.10797027550034571,-1.0,64.0,64.0,1.965281084946846,-0.09825303246171982,power_law,0.8044467465514722,True,0.8912624473507359,LAYER_TYPE.CONV2D,0.849117955330762,1.3963558217100527,-0.049994391751028947,576.0,24.90897298961706,576.0,152.0,0.0,9.0,0.07829463469536084,0.8912624473507359,27.947966464489337,0.94406697185673,over-trained,6.0,0.8912624473507359,0.03478636381874726
0,21,BlockGroup2__block_0__conv_3,0.20314204273236997,-1.0,64.0,256.0,2.513989445970087,0.20172626827926585,power_law,0.8955477983749309,True,1.2029331514243324,LAYER_TYPE.CONV2D,0.932156387174598,1.2621298931705083,0.08024149369546164,64.0,18.286470645535427,64.0,28.0,0.0,1.0,0.2861171115438079,1.2029331514243324,15.201568452813309,1.096783092240363,success,0.0,1.2029331514243324,0.2489946233196156
0,25,BlockGroup2__block_0__se_se_reduce,0.1563362722139373,-1.0,64.0,256.0,1.2296993419420672,-0.18657044071334614,power_law,0.5413877573402598,True,0.7051469450483636,LAYER_TYPE.CONV2D,0.4765528769700563,0.5660655357524763,-0.15172037127278198,64.0,3.681845291024556,64.0,47.0,0.0,1.0,0.03350509255945161,0.7051469450483636,5.2213872822948,0.8397302811310091,over-trained,7.0,0.7051469450483636,1.1155440844172266e-05
0,26,BlockGroup2__block_0__se_se_expand,0.14547991972936758,-1.0,64.0,256.0,1.2764981433409395,-0.010225458519124974,power_law,0.5973632210854274,True,0.9817240832343539,LAYER_TYPE.CONV2D,0.641863988596549,0.7271785841926214,-0.00801055494868343,64.0,5.3355425072012626,64.0,52.0,0.0,1.0,0.03834339359178267,0.9817240832343539,5.434869734093688,0.9908199045408574,over-trained,4.0,0.9817240832343539,0.0001566764874390565
0,28,BlockGroup2__block_0__projection_conv,0.14737947799993173,-1.0,64.0,256.0,3.4656209873830432,1.9204247014419444,lognormal,0.9149485206545477,True,3.5820843842199848,LAYER_TYPE.CONV2D,2.4786175331898415,1.782609948156429,0.5541358124369202,64.0,60.61916476025093,64.0,27.0,0.0,1.0,0.4745089802617303,3.5820843842199848,16.922874577520883,1.892639528336018,success,0.0,3.5820843842199848,1.0809835548234852
0,33,BlockGroup2__block_1__conv_1,0.18356805121531677,-1.0,64.0,256.0,5.96164546716625,-0.8204317919817098,lognormal,0.8841564311545709,True,0.7284196509033107,LAYER_TYPE.CONV2D,-0.38256353808606425,1.0618211210421602,-0.13761834656224295,64.0,11.529782666816804,64.0,10.0,0.0,1.0,1.5690100618495535,0.7284196509033107,15.828489322767116,0.8534750441010626,success,0.0,0.7284196509033107,0.43935896795164003
0,36,BlockGroup2__block_1__conv_2,0.08462930787577505,-1.0,64.0,64.0,2.2759599610678016,-0.29362843470098055,power_law,0.8278917225055931,True,0.7429968877838167,LAYER_TYPE.CONV2D,0.5200794761842213,1.3413265141439914,-0.12901300537959387,576.0,21.94454164320206,576.0,104.0,0.0,9.0,0.1251181680778425,0.7429968877838167,29.535173032362785,0.8619726722952513,success,3.0,0.7429968877838167,0.05597093811301769
0,39,BlockGroup2__block_1__conv_3,0.14865100458950598,-1.0,64.0,256.0,5.543819949588909,0.783996972944092,lognormal,0.8954896854876925,True,1.3848992759010397,LAYER_TYPE.CONV2D,0.8745003725286721,1.2171559343551468,0.1414181881939055,64.0,16.487542739809705,64.0,8.0,0.0,1.0,1.6064829494225168,1.3848992759010397,11.905228796572676,1.1768174352468779,success,0.0,1.3848992759010397,0.6160808314307553
