,layer_id,name,D,Lambda,M,N,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,7,regnety320_Stage_0_YBlock_0_conv_3x3,0.1651726744184491,-1.0,232.0,232.0,52.8578781369925,-18.81311177376645,lognormal,0.934530766171392,True,0.4406372567457935,LAYER_TYPE.CONV2D,-18.140746590137443,2.3663361027262675,-0.3559187851810518,2088.0,232.4535070029841,2088.0,16.0,0.0,9.0,12.964469534248126,0.4406372567457935,527.5393840269119,0.6638051346184312,under-trained,5.0,0.4406372567457935,0.418267656273964
0,14,regnety320_Stage_0_YBlock_0_conv_1x1_2,0.1894869617095654,-1.0,232.0,232.0,8.57105668174381,5.00475974934274,lognormal,0.9079874213760576,True,3.8363124548404586,LAYER_TYPE.CONV2D,5.768330927393142,2.3627843291065487,0.5839139717746569,232.0,230.56019411072785,232.0,20.0,0.0,1.0,1.692939740188315,3.8363124548404586,60.09943059247404,1.95865067197815,under-trained,0.0,3.8363124548404586,2.775631301325112
0,20,regnety320_Stage_0_YBlock_1_conv_1x1_1,0.1817416558491933,-1.0,232.0,232.0,10.020330210079075,6.052444996325985,lognormal,0.9078198953038438,True,4.018060959962028,LAYER_TYPE.CONV2D,6.653417302805943,2.3649503256042657,0.6040165213555593,232.0,231.71296026318143,232.0,14.0,0.0,1.0,2.410784654405894,4.018060959962028,57.66785585686365,2.00451015461684,under-trained,0.0,4.018060959962028,3.029387320214357
0,23,regnety320_Stage_0_YBlock_1_conv_3x3,0.1415207600234158,-1.0,232.0,232.0,31.15612885672258,-10.54225183190235,lognormal,0.934730595611038,True,0.458808572986386,LAYER_TYPE.CONV2D,-10.014391122885868,2.3649151062827065,-0.3383684757622781,2088.0,231.6941701502396,2088.0,20.0,0.0,9.0,6.743115406187471,0.458808572986386,504.99093476423457,0.6773540971946549,under-trained,6.0,0.458808572986386,0.4113725919111175
0,27,regnety320_Stage_0_YBlock_1_squeeze_and_excite_squeeze,0.2239028772366317,-1.0,58.0,232.0,7.293272554325051,2.291687027858208,lognormal,0.9689026189043856,True,2.061670725602731,LAYER_TYPE.CONV2D,2.9771316726009687,1.757897539294528,0.314219304268177,58.0,57.26609103123699,58.0,13.0,0.0,1.0,1.7454397603914773,2.061670725602731,27.77654565303836,1.435851916321015,under-trained,0.0,2.061670725602731,1.4534972058405
0,28,regnety320_Stage_0_YBlock_1_squeeze_and_excite_excite,0.1712581748290313,-1.0,58.0,232.0,4.470155766477683,4.282564740885142,lognormal,0.9685944633170332,True,9.078932557556842,LAYER_TYPE.CONV2D,5.022076366890226,2.360960349637809,0.9580347899732462,58.0,229.59390231380183,58.0,23.0,0.0,1.0,0.7235774963338734,9.078932557556842,25.288644987532106,3.0131267078496453,success,0.0,9.078932557556842,4.433527745008385
0,30,regnety320_Stage_0_YBlock_1_conv_1x1_2,0.1897398649918351,-1.0,232.0,232.0,7.16358286649117,4.339707867124841,lognormal,0.9078563834780778,True,4.034607648876039,LAYER_TYPE.CONV2D,5.091745809996937,2.366441410901176,0.6058013075306958,232.0,232.50987940399563,232.0,23.0,0.0,1.0,1.2851958698986317,4.034607648876039,57.62886992710882,2.008633278843114,under-trained,0.0,4.034607648876039,2.6541915658531035
0,34,regnety320_Stage_1_YBlock_0_conv_1x1_1,0.1889129860708973,-1.0,232.0,696.0,7.363057193697917,6.392316343336776,lognormal,0.9694273861272822,True,7.38177198379354,LAYER_TYPE.CONV2D,7.418458289024034,2.841176189505373,0.8681606261062316,232.0,693.7071799247253,232.0,38.0,0.0,1.0,1.032224180697998,7.38177198379354,93.97569871404028,2.716941659990796,under-trained,0.0,7.38177198379354,5.013177284450599
0,37,regnety320_Stage_1_YBlock_0_conv_3x3,0.1424938893878026,-1.0,232.0,696.0,24.212713902893363,-1.6512610919889283,lognormal,0.9780727324867572,True,0.8546767692465528,LAYER_TYPE.CONV2D,-0.6338830783398643,2.842093354232303,-0.068198100329084,2088.0,695.173733338595,2088.0,50.0,0.0,9.0,3.282773482095829,0.8546767692465528,813.3761889321398,0.924487300749206,under-trained,0.0,0.8546767692465528,0.7523217822768361
0,41,regnety320_Stage_1_YBlock_0_squeeze_and_excite_squeeze,0.2297023378425716,-1.0,58.0,696.0,6.2800657120984456,1.1976333089658833,lognormal,0.9907235042049036,True,1.5513291226329509,LAYER_TYPE.CONV2D,2.175494064014884,1.762396777764211,0.190703945447364,58.0,57.86244457140982,58.0,26.0,0.0,1.0,1.0355060807323908,1.5513291226329509,37.29862588617196,1.2455236339118383,under-trained,0.0,1.5513291226329509,1.0305331591564018
0,42,regnety320_Stage_1_YBlock_0_squeeze_and_excite_excite,0.2312035338460348,-1.0,58.0,696.0,4.907260622620567,6.27223567312171,lognormal,0.9896476760217026,True,18.9737939160486,LAYER_TYPE.CONV2D,7.34320101036711,2.841334679255268,1.2781541791787332,58.0,693.9603849411556,58.0,32.0,0.0,1.0,0.6907126205295435,18.9737939160486,36.57467705255211,4.355891862299683,success,0.0,18.9737939160486,11.135968050669392
